lat,long,compon_n,compon_e,erro_n,erro_e
10,-76,0.0109,0.013,0.0012,0.0032
10,-75,0.0118,0.0122,0.0018,0.0032
10,-74,0.0125,0.0105,0.0017,0.0018
10,-73,0.0142,0.0096,0.0009,0.0005
10,-72,0.0144,0.0098,0.0007,0.0002
10,-71,0.0143,0.0081,0.0007,0.0024
10,-70,0.0119,0.0026,0.0015,0.0057
10,-69,0.012,0.0026,0.0015,0.0057
10,-68,0.0126,0.0027,0.0011,0.0041
10,-67,0.0124,0.0014,0.001,0.0036
10,-66,0.0123,0.0022,0.0013,0.005
10,-65,0.0124,0.0023,0.0013,0.005
10,-64,0.0119,0.0013,0.0008,0.0017
10,-63,0.0119,0.0003,0.0007,0.0023
10,-62,0.0121,0.0003,0.0008,0.0024
10,-61,0.0121,-0.0001,0.0008,0.0025
9,-84,0.015,0.0172,0.0048,0.005
9,-83,0.0144,0.0186,0.0049,0.0049
9,-82,0.0128,0.0215,0.0058,0.0023
9,-81,0.0112,0.0203,0.0023,0.0021
9,-80,0.0107,0.0198,0.0016,0.0017
9,-79,0.0115,0.0203,0.0016,0.002
9,-78,0.0121,0.02,0.0007,0.002
9,-77,0.0112,0.0175,0.0011,0.0041
9,-76,0.0112,0.0138,0.0014,0.0031
9,-75,0.0118,0.0123,0.0016,0.0032
9,-74,0.0129,0.0103,0.0013,0.0018
9,-73,0.0136,0.0081,0.0009,0.0028
9,-72,0.0135,0.0069,0.0005,0.0025
9,-71,0.0127,0.0038,0.0017,0.0056
9,-70,0.0129,0.0039,0.0017,0.0056
9,-69,0.012,0.0027,0.0015,0.0057
9,-68,0.0122,0.0022,0.0013,0.005
9,-67,0.0117,-0.0003,0.0008,0.002
9,-66,0.0117,0.0001,0.0008,0.002
9,-65,0.0118,0.0005,0.0008,0.002
9,-64,0.0118,-0.0001,0.0007,0.0023
9,-63,0.0119,0,0.0007,0.0024
9,-62,0.0121,0.0001,0.0008,0.0025
9,-61,0.012,-0.0008,0.0007,0.0025
8,-83,0.0161,0.0227,0.0054,0.0021
8,-82,0.0132,0.0226,0.0053,0.002
8,-81,0.0108,0.0209,0.0021,0.002
8,-80,0.0106,0.0201,0.0017,0.0017
8,-79,0.0114,0.0204,0.0016,0.002
8,-78,0.0121,0.0202,0.0008,0.0025
8,-77,0.0118,0.0184,0.0013,0.0043
8,-76,0.0116,0.0138,0.0011,0.0033
8,-75,0.0134,0.0089,0.001,0.0032
8,-74,0.0133,0.0078,0.0008,0.0028
8,-73,0.0135,0.0061,0.0006,0.0018
8,-72,0.0131,0.0048,0.0012,0.0038
8,-71,0.0122,0.0007,0.0016,0.0036
8,-70,0.0124,0.0007,0.0017,0.0037
8,-69,0.0121,0.001,0.0016,0.0035
8,-68,0.0129,0.0031,0.0014,0.0042
8,-67,0.0117,-0.0003,0.0008,0.0021
8,-66,0.0117,0,0.0008,0.0021
8,-65,0.0118,0.0003,0.0008,0.0021
8,-64,0.0121,0,0.0006,0.0024
8,-63,0.0122,0.0001,0.0006,0.0024
8,-62,0.012,-0.0007,0.0007,0.0025
8,-61,0.0122,-0.0017,0.0007,0.0017
8,-60,0.0119,-0.0026,0.0007,0.002
8,-59,0.0116,-0.0034,0.0001,0.0003
7,-78,0.0119,0.0203,0.001,0.0029
7,-77,0.0131,0.0101,0.0019,0.0055
7,-76,0.0138,0.0089,0.0014,0.0043
7,-75,0.0142,0.0063,0.0006,0.002
7,-74,0.0144,0.006,0.0007,0.0024
7,-73,0.0135,0.0054,0.0009,0.002
7,-72,0.013,0.0035,0.0014,0.0035
7,-71,0.011,-0.0017,0.0012,0.0026
7,-70,0.012,-0.0001,0.0016,0.0035
7,-69,0.0127,0.0015,0.0017,0.0038
7,-68,0.0127,0.0019,0.0016,0.0033
7,-67,0.0117,-0.0003,0.0008,0.0021
7,-66,0.0117,-0.0001,0.0008,0.0021
7,-65,0.0117,-0.0007,0.0007,0.0024
7,-64,0.0121,-0.0001,0.0006,0.0024
7,-63,0.0122,-0.0001,0.0006,0.0024
7,-62,0.0122,-0.0016,0.0007,0.0017
7,-61,0.0121,-0.0019,0.0007,0.0016
7,-60,0.0116,-0.0034,0.0002,0.0002
7,-59,0.0116,-0.0034,0.0001,0.0003
7,-58,0.0116,-0.0033,0.0001,0.0003
6,-78,0.013,0.01,0.0018,0.0052
6,-77,0.0144,0.0044,0.0005,0.0015
6,-76,0.0145,0.0049,0.0005,0.0014
6,-75,0.0143,0.0043,0.0009,0.002
6,-74,0.014,0.0042,0.001,0.002
6,-73,0.0134,0.0033,0.0011,0.0021
6,-72,0.0123,0.0017,0.0013,0.0027
6,-71,0.0113,0.0005,0.0022,0.0033
6,-70,0.0116,0.0009,0.0024,0.0037
6,-69,0.0119,0.0011,0.0024,0.0037
6,-68,0.0103,-0.0011,0.0011,0.0019
6,-67,0.0104,-0.001,0.0011,0.0019
6,-66,0.0117,-0.0001,0.0008,0.0022
6,-65,0.012,-0.0002,0.0006,0.0024
6,-64,0.0121,-0.0001,0.0006,0.0024
6,-63,0.0119,-0.0009,0.0007,0.0025
6,-62,0.0121,-0.0018,0.0007,0.0016
6,-61,0.012,-0.0021,0.0007,0.0016
6,-60,0.0116,-0.0033,0.0002,0.0002
6,-59,0.0117,-0.0033,0.0002,0.0002
6,-58,0.0116,-0.0034,0.0001,0.0003
6,-57,0.0115,-0.0036,0.0001,0.0001
6,-56,0.0118,-0.0032,0.0001,0.0003
6,-55,0.0118,-0.0032,0.0001,0.0002
6,-54,0.0119,-0.0033,0.0001,0.0003
5,-78,0.014,0.0058,0.0008,0.001
5,-77,0.014,0.0048,0.0008,0.0018
5,-76,0.0142,0.0047,0.0006,0.0015
5,-75,0.0141,0.004,0.0012,0.0025
5,-74,0.0138,0.0029,0.0012,0.0026
5,-73,0.013,0.0014,0.0015,0.0028
5,-72,0.0115,0.0013,0.002,0.0019
5,-71,0.0103,-0.0012,0.0016,0.0018
5,-70,0.0109,-0.0004,0.0016,0.0023
5,-69,0.012,0.0001,0.0017,0.0037
5,-68,0.012,0.0001,0.0016,0.0035
5,-67,0.0106,-0.0015,0.001,0.0019
5,-66,0.0106,-0.0014,0.001,0.0019
5,-65,0.0119,-0.0017,0.0007,0.0022
5,-64,0.012,-0.0017,0.0007,0.0022
5,-63,0.012,-0.0017,0.0007,0.0017
5,-62,0.012,-0.0019,0.0007,0.0016
5,-61,0.0115,-0.0033,0.0002,0.0002
5,-60,0.0116,-0.0033,0.0002,0.0002
5,-59,0.0117,-0.0034,0.0002,0.0002
5,-58,0.0116,-0.0032,0.0001,0.0003
5,-57,0.0117,-0.0033,0.0001,0.0003
5,-56,0.0118,-0.0032,0.0001,0.0003
5,-55,0.0118,-0.0034,0.0002,0.0003
5,-54,0.0119,-0.0033,0.0001,0.0003
5,-53,0.0121,-0.0035,0.0001,0.0003
5,-52,0.012,-0.0033,0.0001,0.0003
4,-78,0.0132,0.0057,0.0004,0.0013
4,-77,0.0135,0.0052,0.0005,0.0017
4,-76,0.0137,0.0042,0.0003,0.002
4,-75,0.0137,0.0027,0.0011,0.0028
4,-74,0.0132,0.0016,0.0013,0.0025
4,-73,0.0118,-0.0004,0.002,0.0028
4,-72,0.0101,-0.0025,0.0014,0.0023
4,-71,0.01,-0.0026,0.0013,0.0023
4,-70,0.0101,-0.0031,0.0011,0.0012
4,-69,0.0102,-0.003,0.0011,0.0012
4,-68,0.0102,-0.0024,0.001,0.0006
4,-67,0.0103,-0.0024,0.001,0.0006
4,-66,0.0105,-0.0025,0.0012,0.0008
4,-65,0.0112,-0.0012,0.0012,0.0021
4,-64,0.012,-0.0017,0.0007,0.0022
4,-63,0.0119,-0.0022,0.0007,0.0021
4,-62,0.0119,-0.0022,0.0007,0.002
4,-61,0.0115,-0.0032,0.0002,0.0002
4,-60,0.0116,-0.0033,0.0002,0.0002
4,-59,0.0117,-0.0033,0.0002,0.0002
4,-58,0.0117,-0.0033,0.0002,0.0002
4,-57,0.0117,-0.0032,0.0001,0.0003
4,-56,0.0118,-0.0032,0.0001,0.0003
4,-55,0.0119,-0.0032,0.0001,0.0004
4,-54,0.0119,-0.0032,0.0001,0.0004
4,-53,0.012,-0.0033,0.0001,0.0004
4,-52,0.012,-0.0033,0.0001,0.0004
4,-51,0.012,-0.0031,0.0004,0.0007
3,-78,0.0129,0.0086,0.0004,0.0039
3,-77,0.0133,0.0053,0.0003,0.002
3,-76,0.013,0.0037,0.0014,0.0036
3,-75,0.0131,0.0029,0.0014,0.0036
3,-74,0.0126,-0.0015,0.0018,0.0027
3,-73,0.01,-0.0033,0.0013,0.0013
3,-72,0.0101,-0.0033,0.0013,0.0013
3,-71,0.0102,-0.0033,0.0013,0.0013
3,-70,0.0104,-0.0033,0.0013,0.0013
3,-69,0.0104,-0.0029,0.0012,0.0012
3,-68,0.0105,-0.0028,0.0012,0.0012
3,-67,0.0103,-0.0023,0.001,0.0006
3,-66,0.0105,-0.0024,0.0012,0.0008
3,-65,0.0111,-0.003,0.0013,0.0011
3,-64,0.0119,-0.0035,0.0005,0.0008
3,-63,0.0119,-0.0034,0.0006,0.0006
3,-62,0.0116,-0.0032,0.0003,0.0004
3,-61,0.0118,-0.0034,0.0004,0.0001
3,-60,0.0116,-0.0032,0.0002,0.0002
3,-59,0.0117,-0.0032,0.0002,0.0002
3,-58,0.0117,-0.0032,0.0002,0.0002
3,-57,0.0117,-0.0031,0.0001,0.0003
3,-56,0.0118,-0.0031,0.0001,0.0003
3,-55,0.0119,-0.0032,0.0001,0.0004
3,-54,0.0119,-0.0032,0.0001,0.0004
3,-53,0.0119,-0.0031,0.0003,0.0006
3,-52,0.0119,-0.0031,0.0004,0.0007
3,-51,0.012,-0.003,0.0004,0.0007
2,-78,0.0118,0.001,0.0014,0.0105
2,-77,0.0116,0.0037,0.0017,0.0075
2,-76,0.0118,0.0003,0.0018,0.0046
2,-75,0.0124,0.0013,0.0019,0.0042
2,-74,0.0115,-0.0022,0.0018,0.0028
2,-73,0.01,-0.0032,0.0013,0.0013
2,-72,0.0101,-0.0032,0.0013,0.0013
2,-71,0.0102,-0.0032,0.0013,0.0013
2,-70,0.0103,-0.0028,0.0012,0.0012
2,-69,0.0104,-0.0028,0.0012,0.0012
2,-68,0.0105,-0.0027,0.0012,0.0012
2,-67,0.011,-0.0031,0.0013,0.0013
2,-66,0.0117,-0.0034,0.0005,0.0008
2,-65,0.0118,-0.0034,0.0005,0.0008
2,-64,0.0119,-0.0034,0.0005,0.0008
2,-63,0.012,-0.0034,0.0005,0.0008
2,-62,0.0121,-0.0029,0.0005,0.0003
2,-61,0.0119,-0.0032,0.0005,0.0002
2,-60,0.012,-0.0032,0.0006,0.0002
2,-59,0.0117,-0.0032,0.0002,0.0002
2,-58,0.0117,-0.0032,0.0002,0.0002
2,-57,0.0118,-0.0032,0.0002,0.0002
2,-56,0.0118,-0.0031,0.0001,0.0003
2,-55,0.0119,-0.0031,0.0001,0.0004
2,-54,0.0118,-0.003,0.0004,0.0007
2,-53,0.0119,-0.003,0.0004,0.0007
2,-52,0.0119,-0.003,0.0004,0.0007
2,-51,0.012,-0.003,0.0004,0.0007
2,-50,0.0123,-0.003,0.0007,0.0007
1,-79,0.0142,-0.0156,0.0037,0.0145
1,-78,0.0129,-0.0124,0.0028,0.0128
1,-77,0.0109,-0.0048,0.0015,0.0062
1,-76,0.0108,-0.0029,0.0016,0.0056
1,-75,0.0124,0.0014,0.0019,0.0042
1,-74,0.0115,-0.0021,0.0018,0.0028
1,-73,0.0114,-0.0026,0.0015,0.0025
1,-72,0.0101,-0.0031,0.0013,0.0013
1,-71,0.0104,-0.003,0.0011,0.0011
1,-70,0.0103,-0.0027,0.0012,0.0012
1,-69,0.0104,-0.0027,0.0012,0.0012
1,-68,0.0105,-0.0027,0.0012,0.0012
1,-67,0.011,-0.0028,0.0013,0.0011
1,-66,0.0117,-0.0033,0.0005,0.0008
1,-65,0.0118,-0.0033,0.0005,0.0008
1,-64,0.0119,-0.0033,0.0005,0.0008
1,-63,0.0122,-0.0032,0.0005,0.0007
1,-62,0.0124,-0.0034,0.0005,0.0005
1,-61,0.0123,-0.0032,0.0005,0.0007
1,-60,0.0121,-0.0031,0.0006,0.0002
1,-59,0.0121,-0.0031,0.0006,0.0002
1,-58,0.0121,-0.0031,0.0007,0.0002
1,-57,0.0121,-0.003,0.0006,0.0002
1,-56,0.0118,-0.003,0.0003,0.0005
1,-55,0.0117,-0.0028,0.0003,0.0006
1,-54,0.012,-0.0031,0.0004,0.0006
1,-53,0.0121,-0.0031,0.0005,0.0007
1,-52,0.0121,-0.003,0.0005,0.0007
1,-51,0.0123,-0.003,0.0007,0.0007
1,-50,0.0123,-0.003,0.0007,0.0007
0,-80,0.0162,-0.0228,0.0032,0.0072
0,-79,0.0152,-0.0148,0.0032,0.0102
0,-78,0.0139,-0.0116,0.0034,0.009
0,-77,0.0118,-0.0126,0.0019,0.0058
0,-76,0.0099,-0.0058,0.0003,0.0021
0,-75,0.01,-0.0058,0.0003,0.0021
0,-74,0.0103,-0.0056,0.0004,0.0023
0,-73,0.0113,-0.0021,0.0016,0.0024
0,-72,0.01,-0.0029,0.001,0.0012
0,-71,0.0101,-0.0026,0.0012,0.0012
0,-70,0.0103,-0.0026,0.0012,0.0012
0,-69,0.0104,-0.0026,0.0012,0.0012
0,-68,0.011,-0.0028,0.0012,0.0011
0,-67,0.0117,-0.0032,0.0005,0.0008
0,-66,0.0117,-0.0032,0.0005,0.0008
0,-65,0.0118,-0.0032,0.0005,0.0008
0,-64,0.0119,-0.0033,0.0005,0.0008
0,-63,0.0122,-0.0032,0.0005,0.0007
0,-62,0.0124,-0.0034,0.0005,0.0005
0,-61,0.0124,-0.0034,0.0005,0.0005
0,-60,0.0126,-0.0032,0.0004,0.0006
0,-59,0.0126,-0.0029,0.0004,0.0002
0,-58,0.0126,-0.0029,0.0004,0.0002
0,-57,0.0127,-0.0029,0.0004,0.0002
0,-56,0.0124,-0.0029,0.0007,0.0006
0,-55,0.0122,-0.0029,0.0006,0.0006
0,-54,0.012,-0.003,0.0005,0.0007
0,-53,0.0121,-0.003,0.0005,0.0007
0,-52,0.0121,-0.003,0.0005,0.0007
0,-51,0.0122,-0.003,0.0007,0.0007
0,-50,0.0123,-0.003,0.0007,0.0007
0,-49,0.0123,-0.003,0.0007,0.0007
0,-48,0.0123,-0.003,0.0007,0.0007
0,-47,0.0126,-0.003,0.0007,0.0006
-1,-80,0.014,-0.0104,0.0036,0.0123
-1,-79,0.0134,-0.0145,0.0037,0.0098
-1,-78,0.0136,-0.0103,0.0035,0.0094
-1,-77,0.0127,-0.0086,0.003,0.007
-1,-76,0.0109,-0.007,0.0006,0.0022
-1,-75,0.0103,-0.0069,0.0005,0.0023
-1,-74,0.0103,-0.0048,0.0003,0.0028
-1,-73,0.0104,-0.0032,0.0004,0.0009
-1,-72,0.0105,-0.0032,0.0004,0.0009
-1,-71,0.0109,-0.0027,0.0001,0.0009
-1,-70,0.0111,-0.0027,0.0001,0.0009
-1,-69,0.0114,-0.0031,0.0005,0.001
-1,-68,0.0116,-0.0031,0.0005,0.0008
-1,-67,0.0117,-0.0031,0.0005,0.0008
-1,-66,0.0117,-0.0031,0.0005,0.0008
-1,-65,0.0118,-0.0031,0.0005,0.0008
-1,-64,0.0119,-0.0031,0.0005,0.0008
-1,-63,0.0123,-0.0031,0.0005,0.0008
-1,-62,0.0125,-0.0033,0.0005,0.0005
-1,-61,0.0125,-0.0033,0.0005,0.0005
-1,-60,0.0126,-0.0031,0.0004,0.0006
-1,-59,0.0126,-0.0027,0.0004,0.0002
-1,-58,0.0126,-0.0027,0.0004,0.0002
-1,-57,0.0127,-0.0029,0.0004,0.0003
-1,-56,0.0129,-0.0029,0.0002,0.0004
-1,-55,0.0122,-0.0028,0.0006,0.0006
-1,-54,0.012,-0.0029,0.0005,0.0007
-1,-53,0.0121,-0.0029,0.0005,0.0007
-1,-52,0.0121,-0.0029,0.0005,0.0007
-1,-51,0.0124,-0.003,0.0006,0.0006
-1,-50,0.0123,-0.0029,0.0007,0.0007
-1,-49,0.0123,-0.0029,0.0007,0.0007
-1,-48,0.0123,-0.0029,0.0007,0.0007
-1,-47,0.0131,-0.0027,0.0004,0.0005
-1,-46,0.0133,-0.003,0.0001,0.0003
-1,-45,0.0133,-0.003,0.0001,0.0003
-2,-81,0.0088,0.0047,0.0025,0.0035
-2,-80,0.0095,0.0028,0.0033,0.0051
-2,-79,0.0131,-0.006,0.0037,0.0088
-2,-78,0.0109,-0.0039,0.003,0.0057
-2,-77,0.0124,-0.004,0.0035,0.0033
-2,-76,0.0101,-0.0051,0.0016,0.0037
-2,-75,0.0102,-0.0045,0.0015,0.0035
-2,-74,0.0102,-0.0043,0.0013,0.0032
-2,-73,0.0105,-0.0045,0.0003,0.0024
-2,-72,0.0105,-0.0031,0.0004,0.0009
-2,-71,0.0109,-0.0026,0.0001,0.0009
-2,-70,0.0113,-0.0029,0.0004,0.0009
-2,-69,0.0114,-0.0028,0.0005,0.0008
-2,-68,0.0116,-0.003,0.0005,0.0008
-2,-67,0.0117,-0.003,0.0005,0.0008
-2,-66,0.0117,-0.003,0.0005,0.0008
-2,-65,0.0118,-0.003,0.0005,0.0008
-2,-64,0.0119,-0.003,0.0005,0.0008
-2,-63,0.0124,-0.0032,0.0005,0.0007
-2,-62,0.0125,-0.0032,0.0005,0.0007
-2,-61,0.0126,-0.0032,0.0004,0.0005
-2,-60,0.0127,-0.003,0.0004,0.0006
-2,-59,0.0127,-0.0026,0.0004,0.0002
-2,-58,0.0127,-0.0026,0.0004,0.0002
-2,-57,0.0128,-0.0028,0.0002,0.0004
-2,-56,0.0129,-0.0028,0.0002,0.0004
-2,-55,0.0122,-0.0028,0.0006,0.0006
-2,-54,0.0123,-0.0031,0.0007,0.0004
-2,-53,0.0121,-0.0029,0.0005,0.0007
-2,-52,0.0121,-0.0029,0.0005,0.0007
-2,-51,0.0122,-0.0029,0.0005,0.0007
-2,-50,0.0123,-0.0029,0.0007,0.0007
-2,-49,0.0123,-0.0029,0.0007,0.0007
-2,-48,0.0129,-0.003,0.0006,0.0005
-2,-47,0.0133,-0.003,0.0001,0.0003
-2,-46,0.0133,-0.003,0.0001,0.0003
-2,-45,0.013,-0.003,0.0004,0.0003
-2,-44,0.0131,-0.0029,0.0005,0.0002
-2,-43,0.0134,-0.0033,0.0008,0.0006
-3,-81,0.0075,0.0066,0.0012,0.0026
-3,-80,0.0087,0.0034,0.0021,0.0036
-3,-79,0.0087,0.0016,0.0025,0.0023
-3,-78,0.0103,0.0002,0.0033,0.0021
-3,-77,0.0117,-0.0021,0.0029,0.0029
-3,-76,0.0101,-0.0044,0.0015,0.0035
-3,-75,0.0102,-0.0044,0.0015,0.0035
-3,-74,0.0102,-0.0034,0.0016,0.0032
-3,-73,0.011,-0.0038,0.0006,0.0028
-3,-72,0.0107,-0.0038,0.0001,0.0028
-3,-71,0.0108,-0.0029,0.001,0.003
-3,-70,0.011,-0.0021,0,0.0003
-3,-69,0.0114,-0.0026,0.0005,0.0008
-3,-68,0.0116,-0.0029,0.0005,0.0008
-3,-67,0.0117,-0.0029,0.0005,0.0008
-3,-66,0.0117,-0.0029,0.0005,0.0008
-3,-65,0.0118,-0.0029,0.0005,0.0008
-3,-64,0.0121,-0.0028,0.0005,0.0007
-3,-63,0.0124,-0.0031,0.0005,0.0007
-3,-62,0.0125,-0.0031,0.0005,0.0007
-3,-61,0.0125,-0.0029,0.0004,0.0007
-3,-60,0.0129,-0.0032,0.0001,0.0006
-3,-59,0.0128,-0.003,0.0004,0.0006
-3,-58,0.0127,-0.0028,0.0002,0.0004
-3,-57,0.0128,-0.0028,0.0002,0.0004
-3,-56,0.0129,-0.0028,0.0002,0.0004
-3,-55,0.0124,-0.0027,0.0007,0.0006
-3,-54,0.0122,-0.0027,0.0006,0.0006
-3,-53,0.0124,-0.0029,0.0007,0.0004
-3,-52,0.0121,-0.0028,0.0005,0.0007
-3,-51,0.0126,-0.003,0.0006,0.0006
-3,-50,0.0131,-0.0033,0.0002,0.0002
-3,-49,0.0131,-0.0033,0.0002,0.0002
-3,-48,0.0132,-0.0033,0.0001,0.0002
-3,-47,0.0133,-0.0032,0.001,0.001
-3,-46,0.0132,-0.0031,0.0001,0.0003
-3,-45,0.0131,-0.0029,0.0005,0.0002
-3,-44,0.0132,-0.0028,0.0004,0.0002
-3,-43,0.013,-0.0029,0.0005,0.0002
-3,-42,0.0134,-0.0035,0.0009,0.0005
-3,-41,0.0137,-0.0037,0.0008,0.0004
-3,-40,0.0141,-0.0039,0.0003,0.0004
-3,-39,0.0141,-0.0038,0.0003,0.0004
-4,-81,0.0078,0.0045,0.0009,0.0035
-4,-80,0.0075,0.0028,0.001,0.002
-4,-79,0.0078,0.0017,0.0011,0.0018
-4,-78,0.0077,0.0015,0.001,0.0016
-4,-77,0.0083,0.0006,0.0008,0.0006
-4,-76,0.0098,-0.0015,0.0018,0.0017
-4,-75,0.0099,-0.0016,0.0018,0.0017
-4,-74,0.0103,-0.0025,0.0013,0.0029
-4,-73,0.0107,-0.0012,0.0001,0.0005
-4,-72,0.0108,-0.0012,0.0001,0.0005
-4,-71,0.0109,-0.0014,0.0001,0.0005
-4,-70,0.011,-0.0018,0,0.0004
-4,-69,0.0114,-0.0025,0.0005,0.0008
-4,-68,0.0116,-0.0028,0.0005,0.0008
-4,-67,0.0117,-0.0028,0.0005,0.0008
-4,-66,0.0117,-0.0028,0.0005,0.0008
-4,-65,0.0118,-0.0028,0.0005,0.0008
-4,-64,0.0123,-0.003,0.0005,0.0007
-4,-63,0.0124,-0.003,0.0005,0.0007
-4,-62,0.0125,-0.003,0.0005,0.0007
-4,-61,0.0125,-0.0031,0.0005,0.0007
-4,-60,0.0128,-0.0031,0.0001,0.0006
-4,-59,0.0129,-0.003,0.0001,0.0006
-4,-58,0.0127,-0.0027,0.0002,0.0004
-4,-57,0.0128,-0.0027,0.0002,0.0004
-4,-56,0.0129,-0.0027,0.0002,0.0004
-4,-55,0.0124,-0.0026,0.0007,0.0006
-4,-54,0.0125,-0.0027,0.0007,0.0006
-4,-53,0.013,-0.0029,0.0002,0.0004
-4,-52,0.0126,-0.0027,0.0006,0.0006
-4,-51,0.0131,-0.0032,0.0002,0.0002
-4,-50,0.0131,-0.0032,0.0002,0.0002
-4,-49,0.0132,-0.0032,0.0001,0.0002
-4,-48,0.0132,-0.0033,0.0001,0.0002
-4,-47,0.0133,-0.003,0.0001,0.0003
-4,-46,0.0133,-0.003,0.0001,0.0003
-4,-45,0.0131,-0.0028,0.0004,0.0002
-4,-44,0.013,-0.0029,0.0005,0.0002
-4,-43,0.0129,-0.0029,0.0005,0.0002
-4,-42,0.0134,-0.0035,0.0009,0.0005
-4,-41,0.0137,-0.0037,0.0008,0.0004
-4,-40,0.0142,-0.0039,0.0003,0.0004
-4,-39,0.0141,-0.0038,0.0003,0.0004
-4,-38,0.0144,-0.0036,0.001,0.0003
-5,-81,0.0069,0.0031,0.0009,0.0012
-5,-80,0.007,0.003,0.0009,0.0012
-5,-79,0.0072,0.003,0.0009,0.0012
-5,-78,0.0079,0.0018,0.0011,0.0018
-5,-77,0.0078,0.0016,0.001,0.0016
-5,-76,0.0088,0.0002,0.0012,0.0012
-5,-75,0.0105,-0.001,0.0001,0.0005
-5,-74,0.0106,-0.0011,0.0001,0.0005
-5,-73,0.0107,-0.0011,0.0001,0.0005
-5,-72,0.0108,-0.0011,0.0001,0.0005
-5,-71,0.0109,-0.0011,0.0001,0.0005
-5,-70,0.011,-0.0017,0,0.0004
-5,-69,0.0114,-0.0022,0.0005,0.001
-5,-68,0.0116,-0.0024,0.0004,0.0009
-5,-67,0.0117,-0.0024,0.0004,0.0008
-5,-66,0.0118,-0.0029,0.0004,0.0006
-5,-65,0.0119,-0.0029,0.0004,0.0006
-5,-64,0.012,-0.0029,0.0004,0.0006
-5,-63,0.0123,-0.0028,0.0004,0.0006
-5,-62,0.0125,-0.003,0.0005,0.0007
-5,-61,0.0125,-0.003,0.0005,0.0007
-5,-60,0.0128,-0.0029,0.0001,0.0007
-5,-59,0.0128,-0.0028,0.0003,0.0007
-5,-58,0.0127,-0.0026,0.0002,0.0004
-5,-57,0.0128,-0.0027,0.0002,0.0004
-5,-56,0.0129,-0.0027,0.0002,0.0004
-5,-55,0.0129,-0.0027,0.0002,0.0004
-5,-54,0.0129,-0.0028,0.0002,0.0004
-5,-53,0.013,-0.0028,0.0002,0.0004
-5,-52,0.013,-0.0029,0.0002,0.0004
-5,-51,0.0131,-0.0032,0.0002,0.0002
-5,-50,0.0131,-0.0032,0.0002,0.0002
-5,-49,0.0132,-0.0032,0.0002,0.0002
-5,-48,0.013,-0.0032,0.0005,0.0007
-5,-47,0.0133,-0.003,0.0001,0.0003
-5,-46,0.0128,-0.0035,0.0005,0.0007
-5,-45,0.013,-0.003,0.0004,0.0003
-5,-44,0.0126,-0.0029,0.0005,0.0003
-5,-43,0.0124,-0.003,0.0004,0.0002
-5,-42,0.0128,-0.0035,0.001,0.0004
-5,-41,0.0134,-0.0035,0.0008,0.0005
-5,-40,0.014,-0.0038,0.0003,0.0003
-5,-39,0.0144,-0.0036,0.001,0.0002
-5,-38,0.0143,-0.0036,0.001,0.0002
-5,-37,0.0141,-0.0036,0.001,0.0003
-5,-36,0.0139,-0.0039,0.0016,0.0008
-5,-35,0.014,-0.0038,0.0015,0.0008
-6,-81,0.0069,0.0032,0.0009,0.0012
-6,-80,0.007,0.0032,0.0009,0.0012
-6,-79,0.0072,0.0032,0.0009,0.0012
-6,-78,0.0073,0.0032,0.0009,0.0012
-6,-77,0.0083,0.0018,0.0014,0.0018
-6,-76,0.01,-0.0003,0.0007,0.0011
-6,-75,0.0105,-0.0009,0.0001,0.0005
-6,-74,0.0106,-0.0009,0.0001,0.0005
-6,-73,0.0107,-0.0009,0.0001,0.0005
-6,-72,0.0108,-0.001,0.0001,0.0005
-6,-71,0.0109,-0.001,0.0001,0.0005
-6,-70,0.0112,-0.0013,0.0003,0.0002
-6,-69,0.0113,-0.0015,0.0003,0.0005
-6,-68,0.0118,-0.0025,0.0004,0.0009
-6,-67,0.0118,-0.0024,0.0004,0.0008
-6,-66,0.0118,-0.0028,0.0004,0.0006
-6,-65,0.0119,-0.0028,0.0004,0.0006
-6,-64,0.012,-0.0028,0.0004,0.0006
-6,-63,0.0121,-0.0029,0.0004,0.0006
-6,-62,0.0124,-0.0028,0.0004,0.0006
-6,-61,0.0124,-0.0028,0.0004,0.0006
-6,-60,0.0126,-0.0023,0.0003,0.0002
-6,-59,0.0127,-0.0024,0.0003,0.0002
-6,-58,0.0129,-0.0025,0.0001,0.0002
-6,-57,0.013,-0.0025,0.0001,0.0002
-6,-56,0.013,-0.0026,0.0002,0.0003
-6,-55,0.0129,-0.0027,0.0002,0.0004
-6,-54,0.013,-0.0028,0.0002,0.0003
-6,-53,0.013,-0.0028,0.0002,0.0004
-6,-52,0.013,-0.0029,0.0002,0.0004
-6,-51,0.0131,-0.0031,0.0002,0.0002
-6,-50,0.0131,-0.0032,0.0002,0.0002
-6,-49,0.013,-0.0033,0.0005,0.0005
-6,-48,0.013,-0.0033,0.0005,0.0005
-6,-47,0.013,-0.0034,0.0005,0.0005
-6,-46,0.0128,-0.0035,0.0005,0.0007
-6,-45,0.0124,-0.0033,0.0005,0.0007
-6,-44,0.0124,-0.003,0.0005,0.0003
-6,-43,0.0123,-0.003,0.0005,0.0003
-6,-42,0.0127,-0.0033,0.0009,0.0006
-6,-41,0.0124,-0.003,0.0004,0.0003
-6,-40,0.0136,-0.0035,0.0006,0.0007
-6,-39,0.0142,-0.0032,0.0013,0.0005
-6,-38,0.014,-0.0036,0.0012,0.0005
